"Date","Season","TimeOfDay","sex","race","age","AgeGrp","ethnicity","Frisk_Searched"
"10/11/19","Fall","DayTime","Male","White",51,"Adult","Not of Hispanic Origin","Yes"
"10/11/19","Fall","DayTime","Male","White",34,"Adult","NULL","Yes"
"10/11/19","Fall","DayTime","Male","Black",24,"Adult","Hispanic Origin","Yes"
"10/11/19","Fall","DayTime","Male","Black",32,"Adult","Hispanic Origin","No"
"10/11/19","Fall","DayTime","Male","Black",21,"Adult","Not of Hispanic Origin","No"
"10/11/19","Fall","DayTime","Male","Black",27,"Adult","Hispanic Origin","No"
"10/11/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"10/11/19","Fall","Nighttime","Male","White",18,"Minor","Hispanic Origin","No"
"10/11/19","Fall","Nighttime","Male","Black",57,"Senior","Hispanic Origin","No"
"10/11/19","Fall","Nighttime","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"10/11/19","Fall","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","Yes"
"10/11/19","Fall","Nighttime","Male","Black",23,"Adult","NULL","Yes"
"10/11/19","Fall","Nighttime","Male","Black",33,"Adult","Not of Hispanic Origin","Unknown"
"10/11/19","Fall","Nighttime","Male","Black",26,"Adult","Not of Hispanic Origin","Unknown"
"10/12/19","Fall","EarlyMorning","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"10/12/19","Fall","EarlyMorning","Male","White",15,"Minor","Not of Hispanic Origin","Yes"
"10/12/19","Fall","EarlyMorning","Male","White",28,"Adult","Hispanic Origin","No"
"10/12/19","Fall","EarlyMorning","Female","White",30,"Adult","Hispanic Origin","Unknown"
"10/12/19","Fall","EarlyMorning","Male","Black",31,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","EarlyMorning","Male","White",26,"Adult","Hispanic Origin","No"
"10/12/19","Fall","EarlyMorning","Male","Black",31,"Adult","Not of Hispanic Origin","Yes"
"10/12/19","Fall","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"10/12/19","Fall","EarlyMorning","Male","Other",45,"Adult","Hispanic Origin","Yes"
"10/12/19","Fall","EarlyMorning","Male","White",28,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","EarlyMorning","Male","White",28,"Adult","Not of Hispanic Origin","Unknown"
"10/12/19","Fall","EarlyMorning","Female","Black",32,"Adult","Not of Hispanic Origin","Unknown"
"10/12/19","Fall","EarlyMorning","Female","Black",32,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","EarlyMorning","Female","White",32,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","EarlyMorning","Female","White",32,"Adult","Not of Hispanic Origin","Unknown"
"10/12/19","Fall","EarlyMorning","Female","White",33,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","EarlyMorning","Female","White",33,"Adult","Not of Hispanic Origin","Unknown"
"10/12/19","Fall","EarlyMorning","Male","Other",33,"Adult","Not of Hispanic Origin","Unknown"
"10/12/19","Fall","EarlyMorning","Male","Other",33,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","EarlyMorning","Female","Black",42,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","DayTime","Female","White",29,"Adult","Unknown","No"
"10/12/19","Fall","DayTime","Male","White",57,"Senior","Not of Hispanic Origin","No"
"10/12/19","Fall","DayTime","Male","White",28,"Adult","NULL","No"
"10/12/19","Fall","DayTime","Male","White",28,"Adult","Hispanic Origin","No"
"10/12/19","Fall","DayTime","Male","Black",35,"Adult","Not of Hispanic Origin","Yes"
"10/12/19","Fall","DayTime","Female","Black",36,"Adult","Not of Hispanic Origin","Yes"
"10/12/19","Fall","DayTime","Male","Black",16,"Minor","Not of Hispanic Origin","Yes"
"10/12/19","Fall","DayTime","Male","Black",36,"Adult","Not of Hispanic Origin","Yes"
"10/12/19","Fall","Nighttime","Female","Black",49,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Female","Black",49,"Adult","Not of Hispanic Origin","Unknown"
"10/12/19","Fall","Nighttime","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","Black",49,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Female","Black",51,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","Black",19,"Adult","Unknown","Yes"
"10/12/19","Fall","Nighttime","Male","Black",18,"Minor","Unknown","Yes"
"10/12/19","Fall","Nighttime","Female","Black",19,"Adult","Not of Hispanic Origin","Yes"
"10/12/19","Fall","Nighttime","Male","White",18,"Minor","Hispanic Origin","Unknown"
"10/12/19","Fall","Nighttime","Female","White",36,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Female","White",31,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","Black",17,"Minor","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","White",18,"Minor","Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Female","White",NA,"Unknown","Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","Black",30,"Adult","Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"10/12/19","Fall","Nighttime","Male","Black",23,"Adult","Hispanic Origin","No"
"10/13/19","Fall","EarlyMorning","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","EarlyMorning","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","EarlyMorning","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","EarlyMorning","Male","Black",20,"Adult","Hispanic Origin","Yes"
"10/13/19","Fall","EarlyMorning","Male","Black",21,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","EarlyMorning","Female","White",NA,"Unknown","Hispanic Origin","No"
"10/13/19","Fall","EarlyMorning","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","EarlyMorning","Male","Black",22,"Adult","Unknown","Yes"
"10/13/19","Fall","EarlyMorning","Male","Black",23,"Adult","Unknown","Yes"
"10/13/19","Fall","EarlyMorning","Male","Black",21,"Adult","Unknown","Yes"
"10/13/19","Fall","EarlyMorning","Male","Black",21,"Adult","Unknown","Yes"
"10/13/19","Fall","EarlyMorning","Male","White",NA,"Unknown","NULL","No"
"10/13/19","Fall","EarlyMorning","Male","White",20,"Adult","Unknown","No"
"10/13/19","Fall","DayTime","Male","Black",17,"Minor","Not of Hispanic Origin","Yes"
"10/13/19","Fall","DayTime","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",42,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",37,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",31,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","White",25,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",18,"Minor","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",16,"Minor","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",30,"Adult","Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",14,"Minor","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",37,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",42,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Male","White",17,"Minor","Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","White",25,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",19,"Adult","NULL","Yes"
"10/13/19","Fall","Nighttime","Male","Black",31,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",15,"Minor","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",16,"Minor","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",15,"Minor","NULL","Yes"
"10/13/19","Fall","Nighttime","Male","Black",26,"Adult","NULL","Yes"
"10/13/19","Fall","Nighttime","Male","Black",17,"Minor","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",29,"Adult","Unknown","No"
"10/13/19","Fall","Nighttime","Female","Black",22,"Adult","Unknown","Unknown"
"10/13/19","Fall","Nighttime","Male","Black",26,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","Yes"
"10/13/19","Fall","Nighttime","Female","Unknown",23,"Adult","Unknown","Unknown"
"10/13/19","Fall","Nighttime","Female","Black",29,"Adult","Not of Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Female","White",18,"Minor","Hispanic Origin","Unknown"
"10/13/19","Fall","Nighttime","Female","White",15,"Minor","Unknown","No"
"10/13/19","Fall","Nighttime","Female","White",15,"Minor","Hispanic Origin","No"
"10/13/19","Fall","Nighttime","Female","White",0,"Minor","Unknown","No"
"10/13/19","Fall","Nighttime","Female","White",16,"Minor","Unknown","No"
"10/14/19","Fall","DayTime","Male","Other",16,"Minor","Hispanic Origin","Yes"
"10/14/19","Fall","DayTime","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"10/14/19","Fall","DayTime","Female","Black",22,"Adult","Hispanic Origin","No"
"10/14/19","Fall","EarlyMorning","Male","Black",25,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","EarlyMorning","Male","White",25,"Adult","Hispanic Origin","No"
"10/14/19","Fall","EarlyMorning","Male","White",25,"Adult","Hispanic Origin","No"
"10/14/19","Fall","EarlyMorning","Female","Unknown",31,"Adult","Unknown","No"
"10/14/19","Fall","EarlyMorning","Male","Other",26,"Adult","NULL","No"
"10/14/19","Fall","EarlyMorning","Male","White",45,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","EarlyMorning","Male","White",52,"Adult","Hispanic Origin","No"
"10/14/19","Fall","DayTime","Male","Black",34,"Adult","NULL","Yes"
"10/14/19","Fall","DayTime","Female","White",41,"Adult","Not of Hispanic Origin","Yes"
"10/14/19","Fall","DayTime","Male","White",32,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","DayTime","Male","Black",53,"Adult","Not of Hispanic Origin","Yes"
"10/14/19","Fall","DayTime","Male","White",54,"Adult","Not of Hispanic Origin","Yes"
"10/14/19","Fall","DayTime","Male","Black",32,"Adult","Hispanic Origin","No"
"10/14/19","Fall","DayTime","Male","Black",19,"Adult","Hispanic Origin","No"
"10/14/19","Fall","DayTime","Male","Black",17,"Minor","Hispanic Origin","No"
"10/14/19","Fall","DayTime","Male","White",27,"Adult","Not of Hispanic Origin","Unknown"
"10/14/19","Fall","DayTime","Female","White",50,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","DayTime","Male","White",44,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","DayTime","Male","White",52,"Adult","Unknown","No"
"10/14/19","Fall","DayTime","Male","Black",58,"Senior","Not of Hispanic Origin","No"
"10/14/19","Fall","DayTime","Female","White",31,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","DayTime","Female","Black",49,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","DayTime","Male","Black",49,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","Nighttime","Female","White",27,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","Nighttime","Male","Black",23,"Adult","Hispanic Origin","No"
"10/14/19","Fall","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","Nighttime","Male","Black",27,"Adult","Unknown","No"
"10/14/19","Fall","Nighttime","Male","White",23,"Adult","Hispanic Origin","No"
"10/14/19","Fall","Nighttime","Male","Black",28,"Adult","Hispanic Origin","No"
"10/14/19","Fall","Nighttime","NULL","Black",NA,"Unknown","Unknown","No"
"10/14/19","Fall","Nighttime","Male","Black",31,"Adult","Not of Hispanic Origin","Yes"
"10/14/19","Fall","Nighttime","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"10/14/19","Fall","Nighttime","Male","Black",15,"Minor","Not of Hispanic Origin","Yes"
"10/14/19","Fall","Nighttime","Male","Black",16,"Minor","Not of Hispanic Origin","Yes"
"10/14/19","Fall","Nighttime","Male","White",17,"Minor","Hispanic Origin","Yes"
"10/14/19","Fall","Nighttime","Male","Black",19,"Adult","NULL","Yes"
"10/14/19","Fall","Nighttime","Female","Black",22,"Adult","NULL","Yes"
"10/14/19","Fall","Nighttime","Male","Black",47,"Adult","Not of Hispanic Origin","Yes"
"10/14/19","Fall","Nighttime","Male","White",60,"Senior","Not of Hispanic Origin","Yes"
"10/14/19","Fall","Nighttime","Male","Black",41,"Adult","Not of Hispanic Origin","No"
"10/14/19","Fall","Nighttime","Male","Black",23,"Adult","Hispanic Origin","Yes"
"10/14/19","Fall","Nighttime","Female","Black",40,"Adult","Unknown","No"
"10/14/19","Fall","Nighttime","Male","Black",54,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",23,"Adult","NULL","No"
"10/15/19","Fall","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Female","Black",23,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",35,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","EarlyMorning","Female","White",43,"Adult","Not of Hispanic Origin","Yes"
"10/15/19","Fall","EarlyMorning","Female","Black",39,"Adult","Not of Hispanic Origin","Yes"
"10/15/19","Fall","EarlyMorning","Male","Black",52,"Adult","Not of Hispanic Origin","Yes"
"10/15/19","Fall","EarlyMorning","Male","White",58,"Senior","Hispanic Origin","Yes"
"10/15/19","Fall","EarlyMorning","Male","Black",53,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","EarlyMorning","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","EarlyMorning","Female","White",40,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",26,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Female","Black",51,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",44,"Adult","Not of Hispanic Origin","Yes"
"10/15/19","Fall","DayTime","Female","White",51,"Adult","NULL","Unknown"
"10/15/19","Fall","DayTime","Male","White",30,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","White",34,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Female","White",31,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","White",38,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",29,"Adult","NULL","Yes"
"10/15/19","Fall","DayTime","Male","White",45,"Adult","Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"10/15/19","Fall","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"10/15/19","Fall","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","White",26,"Adult","Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",19,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",26,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",19,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",29,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",26,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","DayTime","Male","Black",35,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",25,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",29,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Unknown",24,"Adult","Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",42,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",28,"Adult","Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",37,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",36,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",31,"Adult","Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",32,"Adult","Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Female","Black",51,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Black",31,"Adult","NULL","Yes"
"10/15/19","Fall","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"10/15/19","Fall","Nighttime","Male","Black",50,"Adult","Not of Hispanic Origin","Yes"
"10/15/19","Fall","Nighttime","Female","Black",24,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","White",36,"Adult","Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Female","White",40,"Adult","Hispanic Origin","Unknown"
"10/15/19","Fall","Nighttime","Male","White",31,"Adult","Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Female","Black",21,"Adult","Unknown","No"
"10/15/19","Fall","Nighttime","Female","White",17,"Minor","Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","White",33,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Female","White",44,"Adult","Not of Hispanic Origin","No"
"10/15/19","Fall","Nighttime","Male","Unknown",30,"Adult","NULL","Unknown"
"10/15/19","Fall","Nighttime","Male","Black",13,"Minor","Unknown","No"
"10/15/19","Fall","Nighttime","Male","NULL",47,"Adult","NULL","Unknown"
"10/15/19","Fall","Nighttime","Male","White",41,"Adult","Hispanic Origin","Unknown"
"10/15/19","Fall","Nighttime","Female","NULL",NA,"Unknown","NULL","Unknown"
"10/16/19","Fall","DayTime","Male","Black",25,"Adult","Hispanic Origin","Yes"
"10/16/19","Fall","DayTime","Male","Black",21,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","EarlyMorning","Male","Black",41,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","EarlyMorning","Male","Unknown",NA,"Unknown","NULL","No"
"10/16/19","Fall","EarlyMorning","Male","Black",35,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","EarlyMorning","Female","White",29,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","EarlyMorning","Male","Black",52,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","EarlyMorning","Male","White",54,"Adult","Hispanic Origin","Yes"
"10/16/19","Fall","EarlyMorning","Male","Black",57,"Senior","Not of Hispanic Origin","Yes"
"10/16/19","Fall","EarlyMorning","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","EarlyMorning","Male","Black",41,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","EarlyMorning","Female","White",38,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","Unknown",37,"Adult","Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","Black",38,"Adult","NULL","No"
"10/16/19","Fall","DayTime","Male","White",38,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","Black",15,"Minor","Unknown","No"
"10/16/19","Fall","DayTime","Male","White",16,"Minor","Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","White",35,"Adult","NULL","Unknown"
"10/16/19","Fall","DayTime","Male","White",19,"Adult","Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","White",17,"Minor","Not of Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","Black",39,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","DayTime","Female","Black",38,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","White",22,"Adult","Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","NULL",21,"Adult","NULL","No"
"10/16/19","Fall","DayTime","Male","Black",44,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","DayTime","Male","White",28,"Adult","Not of Hispanic Origin","Unknown"
"10/16/19","Fall","DayTime","Male","White",38,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","Nighttime","Male","White",37,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","White",30,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","White",38,"Adult","NULL","Yes"
"10/16/19","Fall","Nighttime","Female","White",43,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"10/16/19","Fall","Nighttime","Male","Black",14,"Minor","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","White",12,"Minor","Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","Black",14,"Minor","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","White",14,"Minor","Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","Black",19,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","Black",14,"Minor","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","Black",14,"Minor","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","White",12,"Minor","Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","Black",26,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","Black",26,"Adult","Not of Hispanic Origin","Yes"
"10/16/19","Fall","Nighttime","Male","White",27,"Adult","Not of Hispanic Origin","Yes"
"10/17/19","Fall","DayTime","Female","White",28,"Adult","NULL","No"
"10/17/19","Fall","DayTime","Male","White",38,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","Yes"
"10/17/19","Fall","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","Yes"
"10/17/19","Fall","EarlyMorning","Male","White",28,"Adult","NULL","Yes"
"10/17/19","Fall","EarlyMorning","Male","Black",37,"Adult","Hispanic Origin","Yes"
"10/17/19","Fall","EarlyMorning","Male","White",37,"Adult","Not of Hispanic Origin","Yes"
"10/17/19","Fall","EarlyMorning","Male","NULL",34,"Adult","NULL","Unknown"
"10/17/19","Fall","EarlyMorning","Male","White",28,"Adult","Hispanic Origin","No"
"10/17/19","Fall","DayTime","Male","White",58,"Senior","Not of Hispanic Origin","No"
"10/17/19","Fall","DayTime","Male","Black",53,"Adult","Unknown","No"
"10/17/19","Fall","DayTime","Male","White",32,"Adult","Not of Hispanic Origin","Yes"
"10/17/19","Fall","DayTime","Male","White",52,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","DayTime","Female","Black",28,"Adult","Unknown","No"
"10/17/19","Fall","DayTime","Male","Black",19,"Adult","Hispanic Origin","Yes"
"10/17/19","Fall","DayTime","Male","Black",22,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","DayTime","NULL","NULL",NA,"Unknown","NULL","Unknown"
"10/17/19","Fall","DayTime","Male","Black",24,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","DayTime","Male","Black",34,"Adult","Not of Hispanic Origin","Yes"
"10/17/19","Fall","DayTime","Male","Black",15,"Minor","Not of Hispanic Origin","Yes"
"10/17/19","Fall","DayTime","Male","White",15,"Minor","Hispanic Origin","Yes"
"10/17/19","Fall","Nighttime","Male","Black",19,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","Nighttime","Male","Black",19,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","Nighttime","Male","White",16,"Minor","Hispanic Origin","No"
"10/17/19","Fall","Nighttime","Male","White",16,"Minor","Hispanic Origin","Unknown"
"10/17/19","Fall","Nighttime","Male","Black",23,"Adult","Unknown","Yes"
"10/17/19","Fall","Nighttime","Male","Black",21,"Adult","Unknown","Yes"
"10/17/19","Fall","Nighttime","Male","Black",22,"Adult","Unknown","Yes"
"10/17/19","Fall","Nighttime","Male","White",34,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","Nighttime","Male","White",48,"Adult","Not of Hispanic Origin","Yes"
"10/17/19","Fall","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","Nighttime","Male","Black",25,"Adult","Hispanic Origin","Yes"
"10/17/19","Fall","Nighttime","Male","Black",38,"Adult","NULL","No"
"10/17/19","Fall","Nighttime","Female","White",38,"Adult","NULL","No"
"10/17/19","Fall","Nighttime","Male","NULL",23,"Adult","Not of Hispanic Origin","No"
"10/17/19","Fall","Nighttime","Female","Other",15,"Minor","Not of Hispanic Origin","No"
"10/17/19","Fall","Nighttime","Female","White",17,"Minor","Not of Hispanic Origin","No"
"10/17/19","Fall","Nighttime","Male","White",20,"Adult","Hispanic Origin","No"
"10/18/19","Fall","DayTime","Male","Black",36,"Adult","Not of Hispanic Origin","No"
"10/18/19","Fall","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"10/18/19","Fall","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"10/18/19","Fall","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"10/18/19","Fall","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"10/18/19","Fall","DayTime","Male","White",48,"Adult","Not of Hispanic Origin","No"
"10/18/19","Fall","DayTime","Male","White",53,"Adult","Hispanic Origin","No"
"10/18/19","Fall","DayTime","Male","White",19,"Adult","Hispanic Origin","Yes"
"10/18/19","Fall","DayTime","Male","Black",20,"Adult","Not of Hispanic Origin","Unknown"
"10/18/19","Fall","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","Unknown"
"10/18/19","Fall","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
